pathogen	strain	composition	shape_np	coating	coating_n	mono_poly	molar_mass	molar_volumes	electronegativities	polarizabilities	size_np	time	references	f(n,c,j,s)obs	concentration	biological_activity
Escherichia coli	MDR	Au	Spherical	PDT/DMB	Double	Monomer	196.967	10.200	2.540	6.100	2.5	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/DMB	Double	Monomer	196.967	10.200	2.540	6.100	2.5	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/DMB	Double	Monomer	196.967	10.200	2.540	6.100	2.5	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/DMB	Double	Monomer	196.967	10.200	2.540	6.100	2.5	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/DMB	Double	Monomer	196.967	10.200	2.540	6.100	2.5	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Klebsiella pneumoniae	ATCC13883	Au	Spherical	PDT/DMB	Double	Monomer	196.967	10.200	2.540	6.100	2.5	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Klebsiella pneumoniae	ATCC13883	Au	Spherical	PDT/DMB	Double	Monomer	196.967	10.200	2.540	6.100	2.5	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Klebsiella pneumoniae	ATCC13883	Au	Spherical	PDT/DMB	Double	Monomer	196.967	10.200	2.540	6.100	2.5	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Klebsiella pneumoniae	ATCC13883	Au	Spherical	PDT/DMB	Double	Monomer	196.967	10.200	2.540	6.100	2.5	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Klebsiella pneumoniae	ATCC13883	Au	Spherical	PDT/DMB	Double	Monomer	196.967	10.200	2.540	6.100	2.5	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Klebsiella pneumoniae	ATCC13883	Au	Spherical	PDT/DMB	Double	Monomer	196.967	10.200	2.540	6.100	2.5	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Klebsiella pneumoniae	ATCC13883	Au	Spherical	PDT/DMB	Double	Monomer	196.967	10.200	2.540	6.100	2.5	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Klebsiella pneumoniae	ATCC13883	Au	Spherical	PDT/DMB	Double	Monomer	196.967	10.200	2.540	6.100	2.5	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Klebsiella pneumoniae	ATCC13883	Au	Spherical	PDT/DMB	Double	Monomer	196.967	10.200	2.540	6.100	2.5	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Klebsiella pneumoniae	ATCC13883	Au	Spherical	PDT/DMB	Double	Monomer	196.967	10.200	2.540	6.100	2.5	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Klebsiella pneumoniae	ATCC13883	Au	Spherical	PDT/DMB	Double	Monomer	196.967	10.200	2.540	6.100	2.5	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Acinetobacter baumannii	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Acinetobacter baumannii	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Acinetobacter baumannii	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Acinetobacter baumannii	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Acinetobacter baumannii	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Acinetobacter baumannii	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Acinetobacter baumannii	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Acinetobacter baumannii	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Acinetobacter baumannii	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Acinetobacter baumannii	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Acinetobacter baumannii	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Acinetobacter baumannii	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Acinetobacter baumannii	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Klebsiella pneumoniae	ATCC13883	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Klebsiella pneumoniae	ATCC13883	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Klebsiella pneumoniae	ATCC13883	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Klebsiella pneumoniae	ATCC13883	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Klebsiella pneumoniae	ATCC13883	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Klebsiella pneumoniae	ATCC13883	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Klebsiella pneumoniae	ATCC13883	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Klebsiella pneumoniae	ATCC13883	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Klebsiella pneumoniae	ATCC13883	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Klebsiella pneumoniae	ATCC13883	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	ATCC11775	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	ATCC11775	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MIC (uM)	10.15
Escherichia coli	ATCC11775	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MIC (uM)	10.15
Escherichia coli	ATCC11775	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MIC (uM)	10.15
Escherichia coli	ATCC11775	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MIC (uM)	10.15
Escherichia coli	ATCC11775	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	ATCC11775	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	ATCC11775	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	ATCC11775	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MIC (uM)	10.15
Escherichia coli	ATCC11775	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	ATCC11775	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	ATCC11775	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	ATCC11775	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	ATCC11775	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	ATCC11775	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	ATCC11775	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MIC (uM)	10.15
Escherichia coli	ATCC11775	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MIC (uM)	10.15
Escherichia coli	ATCC11775	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MIC (uM)	10.15
Escherichia coli	ATCC11775	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	ATCC11775	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MIC (uM)	10.15
Escherichia coli	ATCC11775	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	ATCC11775	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	ATCC11775	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	ATCC11775	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	ATCC11775	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	ATCC11775	Au	Spherical	PDT/CQ	Double	Monomer	196.967	10.200	2.540	6.100	2.1	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Acinetobacter baumannii	MDR	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Acinetobacter baumannii	MDR	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Acinetobacter baumannii	MDR	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Acinetobacter baumannii	MDR	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Acinetobacter baumannii	MDR	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Acinetobacter baumannii	MDR	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Acinetobacter baumannii	MDR	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Acinetobacter baumannii	MDR	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Acinetobacter baumannii	MDR	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Acinetobacter baumannii	MDR	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	1	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
Escherichia coli	MDR	Au	Spherical	PDT/ACh	Double	Monomer	196.967	10.200	2.540	6.100	2.2	24	J. Am. Chem. Soc. 2013; 135 (35) 12940–12943	0	MIC (uM)	10.15
